milp_id,source,data_dir,n_instances,file,generator_class,all_classes,objective_sense,vtypes,mentions_ecole,has_cover_ge1,has_pack_le1,has_pairwise_conflict,has_knapsack_cap,has_quicksum,param_keys,density,coarse_family
999110,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999110-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999110-gpt-4o.py,DeliveryRouting,DeliveryRouting,minimize,B,False,False,False,False,False,True,"travel_times,positions,__main__,n_vehicles,n_points,radius,depot,max_travel_time,weather_mean,weather_std",0.03333333333333333,other
999111,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999111-gpt-4o,8,MILP-Evolve/language_data_example/tab1/code/milp_999111-gpt-4o.py,Graph,"Graph,ComplexWorkerScheduling",minimize,BC,False,False,False,False,False,True,"task_durations,worker_costs,worker_capacities,linked_capacity,task_difficulty,worker_skills,__main__,n_tasks,n_workers,TaskDurationParam,WorkerCostParam,WorkerCapacityParam,LinkedCapacityParam,TaskDifficultyParam,WorkerSkillParam",0.019083969465648856,other
999112,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999112-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999112-gpt-4o.py,WorkforceScheduling,WorkforceScheduling,maximize,B,False,False,False,False,False,True,"labor_requirements,max_shifts_per_worker,rest_days,breaks,critical_shifts,__main__,n_workers,n_days,n_shifts,min_labor,max_labor,min_shifts_per_worker,max_rest_days,max_breaks,critical_shift_fraction,penalty_uncovered_shift",0.01744186046511628,other
999113,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999113-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999113-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,B,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,min_shifts,semi_continuous_workers,__main__,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_worker_min_shifts,max_cost,n_semi_continuous_workers",0.025442742440635498,other
999114,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999114-gpt-4o,3,MILP-Evolve/language_data_example/tab1/code/milp_999114-gpt-4o.py,Graph,"Graph,TaskScheduling",minimize,BC,False,False,False,False,False,True,"job_durations,job_processor_compatibility,processor_capacity,__main__,n_jobs,n_processors",,other
999115,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999115-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999115-gpt-4o.py,MedicalRouting,MedicalRouting,minimize,BI,False,False,False,False,False,True,"travel_times,personnel_availability,urgency_levels,energy_consumptions,environmental_impacts,__main__,n_cases,n_hospitals,n_shifts,TravelTimeParam,UrgencyParam,min_energy_consump,max_energy_consump,min_env_impact,max_env_impact,total_energy_limit",0.008310249307479225,other
999116,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999116-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999116-gpt-4o.py,PharmaceuticalOptimization,PharmaceuticalOptimization,minimize,BC,False,False,True,False,False,True,"demand,transport_cost,environmental_limits,raw_material_availability,production_costs,noise_levels,__main__,n_products,n_facilities,min_demand,max_demand,min_transport_cost,max_transport_cost,min_environmental_limit,max_environmental_limit,min_raw_material,max_raw_material,min_production_cost,max_production_cost,min_noise_level,max_noise_level,noise_threshold",0.13333333333333333,other
999117,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999117-gpt-4o,7,MILP-Evolve/language_data_example/tab1/code/milp_999117-gpt-4o.py,FoodDistributionOptimization,FoodDistributionOptimization,minimize,BCI,False,False,False,False,False,True,"trans_cost,storage_cost,freshness_decay,carbon_emission,demand,shelf_life,storage_capacity,cold_storage_capacity,seasonal_impact,cover_cost,__main__,n_products,n_warehouses,n_regions,cold_storage_threshold,penalty_freshness,penalty_demand,distance_matrix,min_shipment,max_shipment,cold_storage_penalty",0.004432280973376864,other
999118,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999118-gpt-4o,6,MILP-Evolve/language_data_example/tab1/code/milp_999118-gpt-4o.py,ProductionSchedule,ProductionSchedule,,I,False,False,False,False,False,True,"production_output,energy_consumption,__main__,n_machines,n_shifts,min_output,max_output,min_energy,max_energy,energy_limit,shift_capacity",,other
999119,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999119-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999119-gpt-4o.py,WildlifeConservation,WildlifeConservation,minimize,B,False,False,False,False,False,True,"cover_matrix,disturbance_coefficients,base_station_costs,budget_limit,manpower_limit,service_levels,service_costs,__main__,num_stations,num_ecosystems",0.5721925133689839,other
999120,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999120-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999120-gpt-4o.py,SupplyChainOptimization,SupplyChainOptimization,minimize,I,False,False,False,False,False,True,"trans_cost,demand,inventory_costs,safety_stock,__main__,n_warehouses,n_regions,min_trans_cost,max_trans_cost,min_demand,max_demand,min_inv_cost,max_inv_cost,min_safety_stock,safety_stock_factor",0.0775,other
999121,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999121-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999121-gpt-4o.py,WildlifeConservationRouting,WildlifeConservationRouting,minimize,B,False,False,False,False,False,True,"cover_matrix,disturbance_coefficients,station_costs,budget_limit,manpower_limit,travel_times,positions,__main__,num_stations,num_ecosystems,num_vehicles,radius,max_travel_time,weather_mean,weather_std",0.07317073170731707,other
999122,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999122-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999122-gpt-4o.py,DataCenterOptimization,DataCenterOptimization,minimize,BC,False,False,False,False,False,True,"weights,installation_costs,baseline_loads,max_load_per_machine,threshold_loads,__main__,n_machines,n_jobs,min_weight,max_weight,baseline_load,installation_cost,max_machine_weight,threshold_load",0.04305674365554605,other
999123,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999123-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999123-gpt-4o.py,SmartphoneManufacturing,SmartphoneManufacturing,minimize,B,False,False,False,False,False,True,"costs,environmental_impacts,recyclability,conflict_mineral_availability,conflict_mineral_penalty,carbon_emissions,__main__,num_components,num_alternatives,min_cost,max_cost,min_impact,max_impact,min_recyclability,max_recyclability,max_conflict_mineral,min_penalty,max_penalty,min_carbon_emission,max_carbon_emission,max_total_carbon_emission,recyclability_weight",0.2012987012987013,other
999124,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999124-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999124-gpt-4o.py,RenewableEnergyGridOptimization,RenewableEnergyGridOptimization,maximize,BC,False,False,False,False,False,True,"resource_costs,generation_costs,generation_capacity,power_demand,battery_cost,battery_capacity,connectivity,network_capacity,__main__,n_resources,n_cities,max_resources,max_batteries",0.14351851851851852,other
999125,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999125-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999125-gpt-4o.py,DistributionNetworkOptimization,DistributionNetworkOptimization,minimize,B,False,False,False,False,False,True,"node_positions,transport_costs,carbon_emissions,storage_capacities,demand,eco_packaging_costs,__main__,n_nodes,min_transport_cost,max_transport_cost,min_carbon_emission,max_carbon_emission,max_eco_packaging_cost,carbon_emission_limit,storage_capacity_factor",0.04918032786885246,other
999126,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999126-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999126-gpt-4o.py,DistributionNetworkOptimization,DistributionNetworkOptimization,minimize,BC,False,False,False,False,False,True,"transport_costs,demands,capacities,__main__,n_nodes,min_transport_cost,max_transport_cost,min_demand,max_demand,min_capacity,max_capacity,fixed_setup_cost",0.095,other
999127,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999127-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999127-gpt-4o.py,CabAllocation,"CabAllocation,EmergencyServices",minimize,BC,False,False,False,False,False,True,"travel_times,patient_urgency,cab_shift,pollution_rate,areas_with_traffic_jam,__main__,n_patients,n_cabs,n_time_slots,max_emission_transfers",0.012364427687008333,other
999128,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999128-gpt-4o,5,MILP-Evolve/language_data_example/tab1/code/milp_999128-gpt-4o.py,WindFarmOptimization,WindFarmOptimization,maximize,BC,False,False,False,False,False,True,"wind_potential,demand,grid_capacity,env_impact,transmission_capacity,wildlife_impact,__main__,n_sites,n_regions,min_wind_potential,max_wind_potential,min_demand,max_demand,min_grid_capacity,max_grid_capacity,min_env_impact,max_env_impact,min_trans_capacity,max_trans_capacity",,other
999129,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999129-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999129-gpt-4o.py,BloodSupplyChainOptimization,BloodSupplyChainOptimization,minimize,C,False,False,False,False,False,True,"supply,demand,storage,cost,carbon,perishability,donation_centers,hospitals,routes,time_based_costs,__main__,n_hospitals,n_centers,n_routes,min_demand,max_demand,min_supply,max_supply,min_transport_cost,max_transport_cost,min_carbon_emission,max_carbon_emission,min_perish_factor,max_perish_factor,perish_cost_weight,util_weight,carbon_weight,min_storage_capacity,max_storage_capacity,avg_transport_cost,transport_cost_stddev,time_cost_weight,hour,day",0.13333333333333333,other
999130,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999130-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999130-gpt-4o.py,SetCoverWithAuction,SetCoverWithAuction,,B,False,True,False,False,True,True,"c,indptr_csr,indices_csr,values,cliques,scenarios,__main__,n_rows,n_cols,density,max_coef,min_val,max_val,capacity,compatibility_threshold,additional_graph_nodes,num_scenarios",0.002664583038850759,other
999131,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999131-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999131-gpt-4o.py,UrbanTransportOptimization,UrbanTransportOptimization,minimize,BCI,False,False,False,False,False,True,"demand,weather_impact,route_capacity,fuel_cost,congestion_impact,renewable_availability,emissions_rate,maintenance,__main__,n_routes,n_time_periods,avg_demand,std_demand,weather_shape,weather_scale,avg_capacity,min_fuel_cost,max_fuel_cost,congestion_alpha,congestion_beta,renewable_prob,emissions_mean,emissions_std,max_emissions,penalty_unmet_demand,maintenance_prob_on,maintenance_prob_off,budget,rush_hours,max_transportation_rush",0.004128926320250013,other
999132,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999132-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999132-gpt-4o.py,TransportationLogistics,TransportationLogistics,minimize,BC,False,False,False,False,False,True,"zones,waste_types,waste_generation,collection_cost,disposal_cost,emissions_rate,noise_pollution,social_cost,time_window_start,time_window_end,loading_docks,time_window_penalty,__main__,n_zones,n_waste_types,capacity_per_truck,max_service_cost,max_emissions,max_noise,max_deliveries_per_time_window,min_service_level",0.010797101449275362,other
999133,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999133-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999133-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,BI,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,min_shifts,worker_preferences,overtime_requirements,max_overtime,semi_continuous_workers,highly_skilled_workers,__main__,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_worker_min_shifts,max_cost,n_semi_continuous_workers,n_highly_skilled_workers",0.02371150138099953,other
999134,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999134-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999134-gpt-4o.py,LogisticsOptimization,LogisticsOptimization,minimize,BC,False,False,False,False,False,True,"distances,delivery_demands,vehicle_capacities,emission_factors,operational_costs,__main__,n_deliveries,n_vehicles,max_budget,max_emissions,max_trips",0.022598870056497175,other
999135,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999135-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999135-gpt-4o.py,JobScheduling,JobScheduling,minimize,B,False,False,False,False,False,True,"job_production_rates,job_times,machine_capacities,energy_costs,__main__,n_jobs,n_machines,min_production_rate,max_production_rate,min_time,max_time,min_capacity,max_capacity,min_energy_cost,max_energy_cost",0.03333333333333333,other
999136,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999136-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999136-gpt-4o.py,MedicalRouting,MedicalRouting,minimize,B,False,False,False,False,False,True,"travel_times,personnel_availability,urgency_levels,__main__,n_cases,n_hospitals,n_shifts,TravelTimeParam,UrgencyParam",0.005555555555555556,other
999137,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999137-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999137-gpt-4o.py,CargoAllocationOptimization,CargoAllocationOptimization,minimize,B,False,False,False,False,False,True,"cargos,port_capacities,handling_costs,transportation_costs,stochastic_cargos,stochastic_port_capacities,hazardous_material_penalties,customs_compliance_costs,specialized_container_availability,__main__,n_cargos,n_ports,n_regions,cargo_demand_interval,port_capacity_interval,handling_cost_scale_interval,handling_cost_cste_interval,hazardous_material_penalty_interval,customs_compliance_cost_interval,specialized_container_interval,ratio,stochastic_cargo_std,stochastic_port_capacity_std,cost_weight,hazardous_material_weight,customs_weight",0.0006429939338176294,other
999138,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999138-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999138-gpt-4o.py,EmployeeShiftScheduling,EmployeeShiftScheduling,,B,False,False,False,False,False,True,"preference_scores,wage_costs,min_staff_requirements,__main__,num_employees,num_shifts,preference_penalty",0.01818181818181818,other
999139,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999139-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999139-gpt-4o.py,DynamicCapacitatedFacilityLocation,DynamicCapacitatedFacilityLocation,minimize,BC,False,False,False,False,False,True,"demands,capacities,fixed_costs,transportation_costs,stochastic_demands,stochastic_capacities,noise_levels,wildlife_habitats,distances,__main__,n_customers,n_facilities,n_periods,demand_interval,capacity_interval,fixed_cost_interval,stochastic_demand_std,stochastic_capacity_std,alpha,noise_level_interval,noise_threshold,habitat_limit,cost_weight,environmental_weight",0.01971933871587851,other
999140,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999140-gpt-4o,8,MILP-Evolve/language_data_example/tab1/code/milp_999140-gpt-4o.py,Graph,"Graph,ComplexWorkerScheduling",minimize,BC,False,False,False,False,False,True,"task_durations,worker_costs,worker_capacities,linked_capacity,task_difficulty,worker_skills,__main__,n_tasks,n_workers,TaskDurationParam,WorkerCostParam,WorkerCapacityParam,LinkedCapacityParam,TaskDifficultyParam,WorkerSkillParam",0.019083969465648856,other
999141,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999141-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999141-gpt-4o.py,CombinatorialAuction,CombinatorialAuction,minimize,B,False,False,False,False,False,True,"values,demands,supply,costs,combinations,__main__,n_items,n_bids,min_value,max_value",0.007435124006511539,other
999142,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999142-gpt-4o,1,MILP-Evolve/language_data_example/tab1/code/milp_999142-gpt-4o.py,DeliveryTruckRouting,DeliveryTruckRouting,,BC,False,False,False,False,False,True,"package_weights,delivery_windows,distance_matrix,__main__,num_trucks,max_capacity,num_packages,earliest_start_time,latest_end_time",,other
999143,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999143-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999143-gpt-4o.py,UrbanTransportationOptimization,UrbanTransportationOptimization,minimize,C,False,False,False,False,False,True,"population_density,travel_demand,travel_time,emissions,energy_consumption,__main__,num_zones,num_vehicles,num_time_slots,max_population,max_demand,max_travel_time,max_emission,max_energy,total_emission_limit,total_energy_limit,emission_cost_factor,energy_cost_factor",0.2967128027681661,other
999144,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999144-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999144-gpt-4o.py,WaterDistributionOptimization,WaterDistributionOptimization,,C,False,False,False,False,True,True,"water_availability,water_demand,capacity,adjacency_matrix,operational_costs,__main__,n_nodes,min_availability,max_availability,availability_mean,availability_std,min_demand,max_demand,demand_mean,demand_std,min_capacity,max_capacity,capacity_mean,capacity_std,connectivity_probability,min_operational_cost,max_operational_cost,treatment_cost,energy_cost,energy_intensity",0.16498316498316498,other
999145,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999145-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999145-gpt-4o.py,DeliveryRouting,DeliveryRouting,minimize,BC,False,False,False,False,False,True,"travel_times,positions,delivery_efficacy,__main__,n_vehicles,n_points,radius,depot,max_travel_time,max_stops,battery_capacity,weather_mean,weather_std,min_efficacy,max_efficacy",0.04918032786885246,other
999146,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999146-gpt-4o,3,MILP-Evolve/language_data_example/tab1/code/milp_999146-gpt-4o.py,Graph,"Graph,TaskScheduling",,BC,False,False,False,False,False,True,"job_durations,job_processor_compatibility,processor_capacity,distribution_costs,critical_jobs,job_budgets,__main__,n_jobs,n_processors,critical_job_fraction",,other
999147,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999147-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999147-gpt-4o.py,JobScheduling,JobScheduling,minimize,B,False,False,False,False,False,True,"durations,certainty_levels,deadlines,penalties,__main__,num_jobs,num_machines,min_duration,max_duration,min_certainty,max_certainty,min_deadline,max_deadline,min_penalty,max_penalty,machine_capacity",0.03636363636363636,other
999148,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999148-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999148-gpt-4o.py,ConferenceRoomScheduling,ConferenceRoomScheduling,minimize,B,False,False,False,False,False,True,"efficiency,availability,event_costs,importance_levels,high_priority_events,room_efficiency,room_capacity,room_costs,__main__,n_presenters,n_events,min_event_cost,max_event_cost,efficiency_deviation,importance_deviation,high_priority_fraction,presenter_preferences,priority_event_limit,n_rooms,min_room_capacity,max_room_capacity",0.008484848484848486,other
999149,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999149-gpt-4o,3,MILP-Evolve/language_data_example/tab1/code/milp_999149-gpt-4o.py,WildlifeConservation,WildlifeConservation,minimize,BC,False,False,False,False,False,True,"cover_matrix,disturbance_coefficients,station_costs,minimum_coverage,usability,logistic_efficiency,budget_limit,manpower_limit,__main__,num_stations,num_ecosystems",0.4090909090909091,other
999150,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999150-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999150-gpt-4o.py,EMSVehicleRouting,EMSVehicleRouting,minimize,BC,False,False,False,False,False,True,"distances,priorities,worker_efficiencies,trans_cost,sustainability,emission_factors,vehicle_capacities,initial_vehicle_locations,__main__,num_landmarks,num_vehicles,num_workers,min_cost,max_cost,likelihood,assignment_cost,max_work_hours,max_response_time,num_periods,penalty_per_critical_row",0.07368766404199475,other
999151,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999151-gpt-4o,9,MILP-Evolve/language_data_example/tab1/code/milp_999151-gpt-4o.py,AgriculturalSupply,AgriculturalSupply,maximize,C,False,False,False,False,False,True,"storage_caps,seasonal_demand,degradation_rates,transport_costs,env_limits,trade_restrictions,fertilizers,distribution_centers,time_periods,__main__,n_fertilizer_types,n_distribution_centers,n_time_periods,min_storage,max_storage,min_demand,max_demand,max_degradation,min_cost,max_cost,min_env_limit,max_env_limit",,other
999152,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999152-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999152-gpt-4o.py,EmployeeScheduling,EmployeeScheduling,,B,False,False,False,False,False,True,"employees,shifts,preferences,availability,min_shifts,max_shifts,required_employees,__main__,total_employees,total_shifts,min_shifts_per_employee,max_shifts_per_employee,min_employees_per_shift,max_employees_per_shift",1.0,other
999153,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999153-gpt-4o,1,MILP-Evolve/language_data_example/tab1/code/milp_999153-gpt-4o.py,MachineSchedulesOptimization,MachineSchedulesOptimization,,BC,False,False,False,False,False,True,"processing_times,due_times,operational_hours,__main__,num_machines,num_jobs",,other
999154,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999154-gpt-4o,8,MILP-Evolve/language_data_example/tab1/code/milp_999154-gpt-4o.py,EmployeeAllocation,EmployeeAllocation,minimize,BI,False,False,False,False,False,True,"employees,projects,jobs,employee_skills,employee_hours,project_deadlines,project_costs,job_demands,employee_cost_per_hour,__main__,n_employees,n_projects,n_jobs,max_skill_level,min_hours_available,max_hours_available,min_project_deadline,max_project_deadline,min_job_cost,max_job_cost,avg_job_demand,min_employee_cost,max_employee_cost,max_hours_per_task",0.01862783680965499,other
999155,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999155-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999155-gpt-4o.py,FactoryProductionOptimization,FactoryProductionOptimization,minimize,BC,False,False,False,False,False,True,"production_costs,manpower_costs,energy_usage,production_goal,budget_limit,energy_limit,job_processing_times,__main__,num_machines,num_jobs,machine_capacity",0.06666666666666667,other
999156,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999156-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999156-gpt-4o.py,CargoAllocationOptimization,CargoAllocationOptimization,minimize,B,False,False,False,False,False,True,"cargos,port_capacities,handling_costs,transportation_costs,stochastic_cargos,stochastic_port_capacities,hazardous_material_penalties,customs_compliance_costs,specialized_container_availability,cliques,__main__,n_cargos,n_ports,n_regions,cargo_demand_interval,port_capacity_interval,handling_cost_scale_interval,handling_cost_cste_interval,hazardous_material_penalty_interval,customs_compliance_cost_interval,specialized_container_interval,ratio,stochastic_cargo_std,stochastic_port_capacity_std,clique_probability,cost_weight,hazardous_material_weight,customs_weight",0.0006429939338176294,other
999157,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999157-gpt-4o,7,MILP-Evolve/language_data_example/tab1/code/milp_999157-gpt-4o.py,EVChargingPlanner,EVChargingPlanner,maximize,B,False,False,False,False,False,True,"neighborhoods,distances,setup_costs,electricity_prices,demands,__main__,n_neighborhoods,min_distance,max_distance,min_setup_cost,max_setup_cost,min_electricity_price,max_electricity_price,avg_demand,coverage_radius,budget,station_capacity",,other
999158,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999158-gpt-4o,3,MILP-Evolve/language_data_example/tab1/code/milp_999158-gpt-4o.py,ElectricityGenerationDistribution,ElectricityGenerationDistribution,minimize,BC,False,False,False,False,False,True,"regional_demands,generation_capacity,transmission_efficiency,investment_cost,node_resilience,__main__,n_plants,n_regions,max_demand,max_generation,max_investment_cost",0.03773584905660377,other
999159,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999159-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999159-gpt-4o.py,SmartGridOptimization,SmartGridOptimization,minimize,BC,False,False,False,False,False,True,"regions,power_plants,energy_demands,generation_capacity,generation_cost,grid_capacity,investment_cost,maintenance_cost,__main__,n_regions,n_power_plants,max_investments",0.125,other
999160,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999160-gpt-4o,8,MILP-Evolve/language_data_example/tab1/code/milp_999160-gpt-4o.py,Graph,"Graph,SustainableProductManufacturing",minimize,BC,False,False,False,False,False,True,"job_durations,machine_costs,machine_capacities,emission_per_job,job_requirements,machine_skills,__main__,n_jobs,n_machines,MaxAllowedEmissions",0.024793388429752067,other
999161,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999161-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999161-gpt-4o.py,FoodDistributionAndAssignmentOptimization,FoodDistributionAndAssignmentOptimization,minimize,BI,False,False,False,False,False,True,"trans_cost,demand,storage_capacity,team_efficiency,team_capacity,handling_costs,__main__,n_products,n_warehouses,n_regions,n_teams,min_team_capacity,max_team_capacity",0.023529411764705882,other
999162,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999162-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999162-gpt-4o.py,RenewableEnergyGridOptimization,RenewableEnergyGridOptimization,minimize,BC,False,False,False,False,False,True,"resource_costs,generation_costs,generation_capacity,power_demand,connectivity,network_capacity,__main__,n_resources,n_cities,max_resources",0.1606699751861042,other
999163,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999163-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999163-gpt-4o.py,AircraftCrewScheduling,AircraftCrewScheduling,minimize,B,False,False,False,False,False,True,"crew_efficiency,max_flights_per_crew,job_costs,workload,high_priority_jobs,aircraft_efficiency,aircraft_capacity,aircraft_costs,__main__,n_crews,n_jobs,min_job_cost,max_job_cost,efficiency_deviation,workload_deviation,high_priority_fraction,crew_preferences,priority_job_limit,n_aircraft,min_aircraft_capacity,max_aircraft_capacity",0.008669753086419754,other
999164,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999164-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999164-gpt-4o.py,SimpleEMSVehicleRouting,SimpleEMSVehicleRouting,minimize,BC,False,False,False,False,False,True,"distances,priorities,worker_efficiencies,vehicle_capacities,initial_vehicle_locations,__main__,num_landmarks,num_vehicles,num_workers,min_cost,max_cost,assignment_cost,max_work_hours,max_response_time",0.08,other
999165,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999165-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999165-gpt-4o.py,ShiftScheduling,ShiftScheduling,minimize,BI,False,False,False,False,False,True,"shift_requirements,worker_availability,worker_capacity,cost,min_shifts,worker_preferences,overtime_requirements,max_overtime,semi_continuous_workers,highly_skilled_workers,transportation_cost,lead_time,delivery_deadline,holding_cost,__main__,n_workers,n_shifts,availability_prob,max_shift_requirement,max_worker_capacity,max_worker_min_shifts,max_cost,max_transportation_cost,max_lead_time,max_delivery_deadline,max_holding_cost,n_periods,n_products,n_customers,production_time,n_semi_continuous_workers,n_highly_skilled_workers",0.023985239852398525,other
999166,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999166-gpt-4o,1,MILP-Evolve/language_data_example/tab1/code/milp_999166-gpt-4o.py,ConstructionProjectOptimization,ConstructionProjectOptimization,minimize,BC,False,False,False,False,False,True,"contractor_cost,productivity_rate,completion_time_factor,annual_budget,estimated_time,max_participation,contractor_resources,project_penalty,project_dependencies,__main__,n_contractors,n_projects,n_years",0.19047619047619047,other
999167,gpt-4o,MILP-Evolve/language_data_example/tab1/data/milp_999167-gpt-4o,10,MILP-Evolve/language_data_example/tab1/code/milp_999167-gpt-4o.py,UrbanDevelopmentOptimization,UrbanDevelopmentOptimization,maximize,BI,False,False,False,False,False,True,"growth_zones_positions,infrastructure_costs,investor_returns,new_housing_units,budget_per_zone,investor_expectation,__main__,n_zones,min_infrastructure_cost,max_infrastructure_cost,min_investor_return,max_investor_return,min_neighborhood_units,max_neighborhood_units,max_investor_expectation,max_total_units_per_zone",1.0,other
